,order_id,item_id,product_id,quantity,list_price,discount,total_price
620,220,2,25,1,499.99,0.07,499.99
621,220,3,22,2,269.99,0.1,539.98
622,220,4,3,2,999.99,0.2,1999.98
623,221,1,11,2,1680.99,0.07,3361.98
624,222,1,10,1,1549.0,0.1,1549.0
625,222,2,2,2,749.99,0.1,1499.98
626,223,1,7,2,3999.99,0.05,7999.98
627,223,2,5,1,1320.99,0.2,1320.99
628,223,3,21,2,269.99,0.1,539.98
629,223,4,20,1,599.99,0.05,599.99
630,223,5,15,1,529.99,0.05,529.99
631,224,1,6,1,469.99,0.07,469.99
632,224,2,11,2,1680.99,0.1,3361.98
633,224,3,10,2,1549.0,0.2,3098.0
634,224,4,25,1,499.99,0.05,499.99
635,225,1,21,1,269.99,0.1,269.99
636,225,2,9,1,2999.99,0.1,2999.99
637,226,1,2,1,749.99,0.05,749.99
638,227,1,3,2,999.99,0.05,1999.98
639,227,2,15,2,529.99,0.1,1059.98
640,228,1,25,1,499.99,0.2,499.99
641,228,2,2,2,749.99,0.07,1499.98
642,228,3,23,2,299.99,0.1,599.98
643,228,4,4,1,2899.99,0.2,2899.99
644,228,5,22,1,269.99,0.05,269.99
645,229,1,25,2,499.99,0.2,999.98
646,229,2,5,2,1320.99,0.1,2641.98
647,229,3,8,1,1799.99,0.2,1799.99
648,230,1,11,2,1680.99,0.07,3361.98
649,231,1,8,2,1799.99,0.07,3599.98
650,231,2,14,2,269.99,0.2,539.98
651,231,3,5,2,1320.99,0.2,2641.98
652,232,1,18,1,449.0,0.07,449.0
653,232,2,11,2,1680.99,0.05,3361.98
654,232,3,26,2,599.99,0.07,1199.98
655,232,4,8,2,1799.99,0.1,3599.98
656,233,1,14,1,269.99,0.1,269.99
657,233,2,16,2,599.99,0.1,1199.98
658,233,3,12,1,549.99,0.2,549.99
659,233,4,15,2,529.99,0.07,1059.98
660,234,1,11,2,1680.99,0.2,3361.98
661,234,2,17,2,429.0,0.05,858.0
662,234,3,12,1,549.99,0.1,549.99
663,234,4,7,1,3999.99,0.05,3999.99
664,234,5,23,1,299.99,0.1,299.99
665,235,1,6,1,469.99,0.07,469.99
666,235,2,13,2,269.99,0.05,539.98
667,235,3,7,2,3999.99,0.05,7999.98
668,236,1,3,2,999.99,0.07,1999.98
669,236,2,2,2,749.99,0.1,1499.98
670,236,3,4,2,2899.99,0.1,5799.98
671,237,1,15,1,529.99,0.2,529.99
672,237,2,24,1,549.99,0.07,549.99
673,237,3,20,2,599.99,0.2,1199.98
674,237,4,26,1,599.99,0.05,599.99
675,238,1,20,2,599.99,0.2,1199.98
676,238,2,25,1,499.99,0.07,499.99
677,238,3,13,2,269.99,0.2,539.98
678,238,4,22,2,269.99,0.05,539.98
679,238,5,7,1,3999.99,0.07,3999.99
680,239,1,16,2,599.99,0.1,1199.98
681,239,2,21,2,269.99,0.05,539.98
682,239,3,18,1,449.0,0.07,449.0
683,239,4,4,2,2899.99,0.07,5799.98
684,240,1,9,1,2999.99,0.07,2999.99
685,240,2,8,1,1799.99,0.07,1799.99
686,240,3,5,1,1320.99,0.07,1320.99
687,240,4,18,2,449.0,0.07,898.0
688,241,1,7,1,3999.99,0.2,3999.99
689,242,1,3,1,999.99,0.2,999.99
690,243,1,25,2,499.99,0.05,999.98
691,243,2,19,2,449.0,0.07,898.0
692,243,3,7,2,3999.99,0.05,7999.98
693,244,1,19,1,449.0,0.07,449.0
694,244,2,25,1,499.99,0.2,499.99
695,244,3,22,1,269.99,0.1,269.99
696,245,1,10,2,1549.0,0.05,3098.0
697,245,2,8,1,1799.99,0.1,1799.99
698,246,1,17,2,429.0,0.2,858.0
699,247,1,25,1,499.99,0.07,499.99
700,247,2,3,1,999.99,0.2,999.99
701,248,1,13,1,269.99,0.1,269.99
702,248,2,26,2,599.99,0.1,1199.98
703,248,3,17,1,429.0,0.1,429.0
704,248,4,9,1,2999.99,0.2,2999.99
705,249,1,7,2,3999.99,0.05,7999.98
706,249,2,18,2,449.0,0.05,898.0
707,249,3,22,1,269.99,0.1,269.99
708,250,1,17,2,429.0,0.05,858.0
709,250,2,11,2,1680.99,0.1,3361.98
710,251,1,23,2,299.99,0.2,599.98
711,251,2,22,2,269.99,0.05,539.98
712,252,1,11,2,1680.99,0.1,3361.98
713,252,2,4,1,2899.99,0.07,2899.99
714,252,3,19,1,449.0,0.1,449.0
715,253,1,11,2,1680.99,0.07,3361.98
716,254,1,6,2,469.99,0.07,939.98
717,254,2,3,1,999.99,0.05,999.99
718,254,3,12,1,549.99,0.05,549.99
719,255,1,5,2,1320.99,0.1,2641.98
720,255,2,14,1,269.99,0.2,269.99
721,255,3,2,2,749.99,0.2,1499.98
722,255,4,21,1,269.99,0.07,269.99
723,256,1,11,1,1680.99,0.1,1680.99
724,256,2,21,1,269.99,0.05,269.99
725,257,1,8,2,1799.99,0.07,3599.98
726,257,2,13,2,269.99,0.2,539.98
727,257,3,10,2,1549.0,0.1,3098.0
728,257,4,15,1,529.99,0.1,529.99
729,258,1,8,2,1799.99,0.05,3599.98
730,258,2,4,1,2899.99,0.07,2899.99
731,258,3,19,1,449.0,0.07,449.0
732,258,4,18,1,449.0,0.05,449.0
733,259,1,26,1,599.99,0.05,599.99
734,259,2,6,2,469.99,0.1,939.98
735,259,3,2,2,749.99,0.2,1499.98
736,259,4,4,1,2899.99,0.1,2899.99
737,260,1,23,2,299.99,0.2,599.98
738,260,2,10,1,1549.0,0.2,1549.0
739,260,3,24,2,549.99,0.2,1099.98
740,261,1,16,2,599.99,0.05,1199.98
741,261,2,14,1,269.99,0.1,269.99
742,261,3,17,2,429.0,0.1,858.0
743,262,1,2,1,749.99,0.07,749.99
744,262,2,9,2,2999.99,0.05,5999.98
745,263,1,9,1,2999.99,0.07,2999.99
746,263,2,3,1,999.99,0.2,999.99
747,263,3,2,2,749.99,0.05,1499.98
748,264,1,10,1,1549.0,0.2,1549.0
749,264,2,24,2,549.99,0.05,1099.98
750,264,3,15,2,529.99,0.1,1059.98
751,264,4,3,2,999.99,0.07,1999.98
752,265,1,9,2,2999.99,0.2,5999.98
753,266,1,6,2,469.99,0.07,939.98
754,266,2,19,1,449.0,0.2,449.0
755,266,3,25,1,499.99,0.05,499.99
756,267,1,22,2,269.99,0.2,539.98
757,267,2,23,2,299.99,0.1,599.98
758,267,3,24,1,549.99,0.1,549.99
759,267,4,7,2,3999.99,0.07,7999.98
760,267,5,21,1,269.99,0.05,269.99
761,268,1,7,1,3999.99,0.05,3999.99
762,268,2,6,2,469.99,0.2,939.98
763,268,3,9,1,2999.99,0.1,2999.99
764,269,1,5,1,1320.99,0.07,1320.99
765,269,2,23,2,299.99,0.07,599.98
766,269,3,18,1,449.0,0.05,449.0
767,269,4,3,1,999.99,0.05,999.99
768,270,1,25,2,499.99,0.2,999.98
769,270,2,15,1,529.99,0.1,529.99
770,271,1,11,2,1680.99,0.07,3361.98
771,271,2,6,2,469.99,0.05,939.98
772,271,3,13,1,269.99,0.1,269.99
773,271,4,7,2,3999.99,0.1,7999.98
774,272,1,2,2,749.99,0.07,1499.98
775,272,2,11,1,1680.99,0.07,1680.99
776,273,1,21,1,269.99,0.1,269.99
777,274,1,11,2,1680.99,0.05,3361.98
778,274,2,25,2,499.99,0.1,999.98
779,274,3,9,2,2999.99,0.07,5999.98
780,275,1,18,1,449.0,0.05,449.0
781,275,2,25,1,499.99,0.1,499.99
782,275,3,7,2,3999.99,0.05,7999.98
783,276,1,3,2,999.99,0.2,1999.98
784,276,2,17,1,429.0,0.05,429.0
785,276,3,9,2,2999.99,0.07,5999.98
786,277,1,20,2,599.99,0.2,1199.98
787,277,2,6,2,469.99,0.2,939.98
788,277,3,13,2,269.99,0.1,539.98
789,278,1,16,1,599.99,0.2,599.99
790,278,2,19,2,449.0,0.07,898.0
791,278,3,13,1,269.99,0.07,269.99
792,278,4,11,2,1680.99,0.07,3361.98
793,279,1,25,1,499.99,0.07,499.99
794,280,1,25,1,499.99,0.07,499.99
795,280,2,26,2,599.99,0.07,1199.98
796,280,3,13,1,269.99,0.07,269.99
797,281,1,22,1,269.99,0.07,269.99
798,281,2,14,2,269.99,0.1,539.98
799,281,3,7,2,3999.99,0.07,7999.98
800,282,1,20,1,599.99,0.07,599.99
801,282,2,7,2,3999.99,0.07,7999.98
802,282,3,3,2,999.99,0.05,1999.98
803,282,4,16,2,599.99,0.07,1199.98
804,283,1,9,1,2999.99,0.05,2999.99
805,283,2,16,2,599.99,0.2,1199.98
806,284,1,24,2,549.99,0.2,1099.98
807,284,2,20,1,599.99,0.2,599.99
808,285,1,16,2,599.99,0.05,1199.98
809,285,2,12,1,549.99,0.05,549.99
810,285,3,2,1,749.99,0.1,749.99
811,286,1,26,2,599.99,0.2,1199.98
812,286,2,21,2,269.99,0.07,539.98
813,286,3,16,2,599.99,0.1,1199.98
814,286,4,7,1,3999.99,0.1,3999.99
815,287,1,5,1,1320.99,0.2,1320.99
816,287,2,10,1,1549.0,0.05,1549.0
817,287,3,2,1,749.99,0.05,749.99
818,287,4,20,1,599.99,0.05,599.99
819,288,1,4,1,2899.99,0.2,2899.99
820,288,2,10,1,1549.0,0.1,1549.0
821,288,3,7,2,3999.99,0.05,7999.98
822,289,1,13,1,269.99,0.07,269.99
823,289,2,24,1,549.99,0.2,549.99
824,289,3,17,1,429.0,0.2,429.0
825,290,1,2,2,749.99,0.07,1499.98
826,290,2,5,2,1320.99,0.07,2641.98
827,290,3,21,1,269.99,0.1,269.99
828,291,1,6,2,469.99,0.05,939.98
829,291,2,21,2,269.99,0.07,539.98
830,292,1,18,2,449.0,0.1,898.0
831,292,2,4,1,2899.99,0.07,2899.99
832,292,3,10,2,1549.0,0.05,3098.0
833,293,1,19,2,449.0,0.05,898.0
834,293,2,6,1,469.99,0.2,469.99
835,294,1,18,1,449.0,0.2,449.0
836,294,2,14,1,269.99,0.2,269.99
837,294,3,7,2,3999.99,0.05,7999.98
838,294,4,25,2,499.99,0.2,999.98
839,295,1,22,2,269.99,0.07,539.98
840,296,1,25,2,499.99,0.07,999.98
841,296,2,12,2,549.99,0.1,1099.98
842,296,3,11,2,1680.99,0.1,3361.98
843,296,4,9,1,2999.99,0.2,2999.99
844,297,1,4,2,2899.99,0.2,5799.98
845,298,1,23,1,299.99,0.2,299.99
846,298,2,6,2,469.99,0.05,939.98
847,298,3,22,1,269.99,0.2,269.99
848,298,4,9,1,2999.99,0.07,2999.99
849,298,5,14,2,269.99,0.1,539.98
850,299,1,11,2,1680.99,0.05,3361.98
851,299,2,10,2,1549.0,0.2,3098.0
852,300,1,16,2,599.99,0.1,1199.98
853,300,2,9,2,2999.99,0.1,5999.98
854,300,3,10,1,1549.0,0.1,1549.0
855,300,4,11,2,1680.99,0.2,3361.98
856,301,1,6,1,469.99,0.05,469.99
857,301,2,22,1,269.99,0.1,269.99
858,302,1,24,2,549.99,0.2,1099.98
859,302,2,18,2,449.0,0.07,898.0
860,302,3,2,2,749.99,0.2,1499.98
861,303,1,8,2,1799.99,0.05,3599.98
862,303,2,24,2,549.99,0.05,1099.98
863,304,1,10,1,1549.0,0.05,1549.0
864,304,2,7,2,3999.99,0.1,7999.98
865,304,3,20,1,599.99,0.1,599.99
866,305,1,10,1,1549.0,0.07,1549.0
867,305,2,6,1,469.99,0.1,469.99
868,305,3,3,2,999.99,0.2,1999.98
869,306,1,10,1,1549.0,0.2,1549.0
870,306,2,22,1,269.99,0.07,269.99
871,307,1,15,2,529.99,0.05,1059.98
872,308,1,7,1,3999.99,0.1,3999.99
873,308,2,18,2,449.0,0.2,898.0
874,308,3,14,1,269.99,0.2,269.99
875,309,1,3,1,999.99,0.05,999.99
876,309,2,12,1,549.99,0.05,549.99
877,310,1,7,2,3999.99,0.07,7999.98
878,310,2,14,2,269.99,0.1,539.98
879,310,3,5,2,1320.99,0.2,2641.98
880,310,4,8,1,1799.99,0.2,1799.99
881,311,1,17,2,429.0,0.05,858.0
882,311,2,5,2,1320.99,0.2,2641.98
883,312,1,24,2,549.99,0.05,1099.98
884,312,2,14,2,269.99,0.07,539.98
885,312,3,16,2,599.99,0.05,1199.98
886,313,1,4,1,2899.99,0.07,2899.99
887,313,2,10,2,1549.0,0.07,3098.0
888,314,1,5,1,1320.99,0.07,1320.99
889,314,2,9,1,2999.99,0.05,2999.99
890,314,3,22,2,269.99,0.2,539.98
891,314,4,7,2,3999.99,0.07,7999.98
892,315,1,11,1,1680.99,0.2,1680.99
893,315,2,9,1,2999.99,0.1,2999.99
894,316,1,2,2,749.99,0.2,1499.98
895,316,2,16,2,599.99,0.1,1199.98
896,316,3,20,1,599.99,0.1,599.99
897,316,4,19,1,449.0,0.2,449.0
898,316,5,17,1,429.0,0.05,429.0
899,317,1,10,1,1549.0,0.2,1549.0
900,317,2,22,1,269.99,0.05,269.99
901,317,3,15,1,529.99,0.05,529.99
902,317,4,13,2,269.99,0.2,539.98
903,318,1,13,2,269.99,0.1,539.98
904,318,2,25,2,499.99,0.2,999.98
905,318,3,9,1,2999.99,0.05,2999.99
906,319,1,11,1,1680.99,0.07,1680.99
907,319,2,21,1,269.99,0.2,269.99
908,319,3,15,2,529.99,0.1,1059.98
909,319,4,23,1,299.99,0.05,299.99
910,320,1,2,1,749.99,0.1,749.99
911,321,1,4,2,2899.99,0.2,5799.98
912,321,2,12,2,549.99,0.2,1099.98
913,321,3,26,1,599.99,0.2,599.99
914,321,4,23,2,299.99,0.2,599.98
915,322,1,13,2,269.99,0.2,539.98
916,322,2,21,1,269.99,0.07,269.99
917,323,1,13,2,269.99,0.07,539.98
918,323,2,26,2,599.99,0.1,1199.98
919,324,1,2,2,749.99,0.1,1499.98
920,324,2,17,1,429.0,0.2,429.0
921,324,3,22,2,269.99,0.2,539.98
922,324,4,19,1,449.0,0.05,449.0
923,324,5,12,1,549.99,0.05,549.99
924,325,1,7,1,3999.99,0.05,3999.99
925,325,2,12,1,549.99,0.2,549.99
926,325,3,6,2,469.99,0.2,939.98
927,326,1,12,1,549.99,0.1,549.99
928,326,2,23,1,299.99,0.07,299.99
929,327,1,12,2,549.99,0.07,1099.98
930,327,2,13,1,269.99,0.07,269.99
931,327,3,4,1,2899.99,0.05,2899.99
932,328,1,6,2,469.99,0.1,939.98
933,329,1,14,2,269.99,0.07,539.98
934,329,2,8,2,1799.99,0.05,3599.98
935,329,3,23,1,299.99,0.2,299.99
936,329,4,17,1,429.0,0.07,429.0
937,329,5,26,2,599.99,0.05,1199.98
938,330,1,21,2,269.99,0.05,539.98
939,331,1,17,2,429.0,0.1,858.0
940,332,1,18,2,449.0,0.05,898.0
941,333,1,18,2,449.0,0.07,898.0
942,333,2,8,2,1799.99,0.05,3599.98
943,333,3,3,1,999.99,0.2,999.99
944,334,1,16,2,599.99,0.2,1199.98
945,334,2,9,1,2999.99,0.05,2999.99
946,334,3,3,2,999.99,0.05,1999.98
947,335,1,6,1,469.99,0.1,469.99
948,335,2,2,2,749.99,0.1,1499.98
949,335,3,21,1,269.99,0.07,269.99
950,336,1,4,1,2899.99,0.1,2899.99
951,336,2,12,1,549.99,0.2,549.99
952,337,1,18,1,449.0,0.05,449.0
953,337,2,4,1,2899.99,0.05,2899.99
954,338,1,6,2,469.99,0.07,939.98
955,338,2,10,1,1549.0,0.07,1549.0
956,338,3,22,1,269.99,0.1,269.99
957,338,4,11,2,1680.99,0.07,3361.98
958,338,5,9,1,2999.99,0.05,2999.99
959,339,1,13,1,269.99,0.1,269.99
960,339,2,15,2,529.99,0.05,1059.98
961,340,1,11,1,1680.99,0.05,1680.99
962,340,2,24,1,549.99,0.05,549.99
963,340,3,13,2,269.99,0.1,539.98
964,340,4,12,2,549.99,0.07,1099.98
965,340,5,10,2,1549.0,0.1,3098.0
966,341,1,23,2,299.99,0.05,599.98
967,342,1,26,1,599.99,0.07,599.99
968,342,2,9,1,2999.99,0.2,2999.99
969,342,3,16,2,599.99,0.1,1199.98
970,343,1,20,2,599.99,0.2,1199.98
971,343,2,25,1,499.99,0.05,499.99
972,343,3,5,2,1320.99,0.05,2641.98
973,343,4,10,1,1549.0,0.1,1549.0
974,344,1,22,1,269.99,0.05,269.99
975,344,2,18,2,449.0,0.07,898.0
976,344,3,14,1,269.99,0.2,269.99
977,345,1,18,2,449.0,0.1,898.0
978,345,2,24,2,549.99,0.07,1099.98
979,346,1,13,1,269.99,0.07,269.99
980,346,2,23,1,299.99,0.2,299.99
981,346,3,21,1,269.99,0.1,269.99
982,346,4,15,1,529.99,0.05,529.99
983,346,5,18,2,449.0,0.05,898.0
984,347,1,23,1,299.99,0.07,299.99
985,348,1,5,2,1320.99,0.05,2641.98
986,348,2,15,2,529.99,0.07,1059.98
987,349,1,20,2,599.99,0.2,1199.98
988,350,1,6,2,469.99,0.05,939.98
989,350,2,20,1,599.99,0.07,599.99
990,350,3,3,1,999.99,0.07,999.99
991,351,1,4,2,2899.99,0.05,5799.98
992,351,2,24,2,549.99,0.1,1099.98
993,351,3,20,1,599.99,0.2,599.99
994,351,4,22,2,269.99,0.07,539.98
995,352,1,11,1,1680.99,0.2,1680.99
996,352,2,14,1,269.99,0.2,269.99
997,353,1,2,2,749.99,0.2,1499.98
998,354,1,21,1,269.99,0.2,269.99
999,354,2,19,1,449.0,0.05,449.0
1000,355,1,16,1,599.99,0.1,599.99
1001,355,2,14,2,269.99,0.07,539.98
1002,356,1,23,2,299.99,0.05,599.98
1003,356,2,4,1,2899.99,0.05,2899.99
1004,356,3,13,1,269.99,0.05,269.99
1005,357,1,17,2,429.0,0.05,858.0
1006,357,2,21,2,269.99,0.07,539.98
1007,357,3,24,1,549.99,0.07,549.99
1008,357,4,9,1,2999.99,0.05,2999.99
1009,358,1,21,2,269.99,0.1,539.98
1010,358,2,6,2,469.99,0.07,939.98
1011,358,3,8,2,1799.99,0.05,3599.98
1012,358,4,18,2,449.0,0.1,898.0
1013,359,1,15,2,529.99,0.07,1059.98
1014,359,2,9,2,2999.99,0.07,5999.98
1015,359,3,7,2,3999.99,0.2,7999.98
1016,360,1,26,1,599.99,0.05,599.99
1017,360,2,7,2,3999.99,0.2,7999.98
1018,360,3,13,2,269.99,0.05,539.98
1019,360,4,25,1,499.99,0.1,499.99
1020,361,1,24,2,549.99,0.05,1099.98
1021,361,2,6,2,469.99,0.1,939.98
1022,361,3,11,1,1680.99,0.1,1680.99
1023,362,1,2,1,749.99,0.07,749.99
1024,363,1,21,2,269.99,0.1,539.98
1025,363,2,14,1,269.99,0.07,269.99
1026,363,3,15,1,529.99,0.1,529.99
1027,363,4,20,1,599.99,0.2,599.99
1028,364,1,25,2,499.99,0.05,999.98
1029,365,1,24,2,549.99,0.07,1099.98
1030,366,1,21,1,269.99,0.1,269.99
1031,366,2,4,1,2899.99,0.07,2899.99
1032,366,3,16,2,599.99,0.2,1199.98
1033,367,1,26,2,599.99,0.1,1199.98
1034,367,2,14,1,269.99,0.05,269.99
1035,367,3,10,2,1549.0,0.05,3098.0
1036,368,1,5,1,1320.99,0.2,1320.99
1037,368,2,10,2,1549.0,0.2,3098.0
1038,368,3,21,2,269.99,0.1,539.98
1039,368,4,19,1,449.0,0.05,449.0
1040,369,1,10,2,1549.0,0.07,3098.0
1041,370,1,25,2,499.99,0.05,999.98
1042,370,2,4,2,2899.99,0.1,5799.98
1043,371,1,14,1,269.99,0.2,269.99
1044,371,2,12,1,549.99,0.2,549.99
1045,372,1,11,1,1680.99,0.05,1680.99
1046,372,2,14,2,269.99,0.1,539.98
1047,372,3,5,1,1320.99,0.1,1320.99
1048,373,1,8,2,1799.99,0.05,3599.98
1049,373,2,22,1,269.99,0.1,269.99
1050,373,3,19,2,449.0,0.2,898.0
1051,373,4,12,1,549.99,0.1,549.99
1052,373,5,13,1,269.99,0.1,269.99
1053,374,1,10,1,1549.0,0.1,1549.0
1054,374,2,7,1,3999.99,0.07,3999.99
1055,375,1,21,2,269.99,0.05,539.98
1056,375,2,2,2,749.99,0.05,1499.98
1057,375,3,4,2,2899.99,0.07,5799.98
1058,375,4,12,2,549.99,0.05,1099.98
1059,376,1,2,2,749.99,0.07,1499.98
1060,376,2,23,2,299.99,0.1,599.98
1061,377,1,8,1,1799.99,0.05,1799.99
1062,377,2,14,1,269.99,0.07,269.99
1063,378,1,26,2,599.99,0.05,1199.98
1064,379,1,9,1,2999.99,0.07,2999.99
1065,379,2,16,1,599.99,0.2,599.99
1066,380,1,16,1,599.99,0.05,599.99
1067,380,2,11,2,1680.99,0.05,3361.98
1068,381,1,21,2,269.99,0.07,539.98
1069,382,1,8,1,1799.99,0.1,1799.99
1070,382,2,9,1,2999.99,0.1,2999.99
1071,382,3,13,1,269.99,0.07,269.99
1072,383,1,19,1,449.0,0.07,449.0
1073,383,2,22,2,269.99,0.05,539.98
1074,383,3,13,1,269.99,0.1,269.99
1075,383,4,21,2,269.99,0.05,539.98
1076,383,5,14,1,269.99,0.1,269.99
1077,384,1,20,1,599.99,0.1,599.99
1078,384,2,21,2,269.99,0.2,539.98
1079,384,3,8,1,1799.99,0.05,1799.99
1080,384,4,15,1,529.99,0.1,529.99
1081,384,5,4,1,2899.99,0.2,2899.99
1082,385,1,21,1,269.99,0.07,269.99
1083,385,2,7,2,3999.99,0.2,7999.98
1084,385,3,26,2,599.99,0.05,1199.98
1085,386,1,8,1,1799.99,0.2,1799.99
1086,386,2,3,2,999.99,0.05,1999.98
1087,386,3,16,2,599.99,0.2,1199.98
1088,387,1,18,1,449.0,0.2,449.0
1089,388,1,19,2,449.0,0.2,898.0
1090,388,2,13,2,269.99,0.07,539.98
1091,388,3,2,1,749.99,0.07,749.99
1092,388,4,11,1,1680.99,0.1,1680.99
1093,389,1,2,1,749.99,0.07,749.99
1094,389,2,15,2,529.99,0.07,1059.98
1095,389,3,10,2,1549.0,0.05,3098.0
1096,389,4,5,1,1320.99,0.05,1320.99
1097,389,5,9,1,2999.99,0.2,2999.99
1098,390,1,23,1,299.99,0.05,299.99
1099,390,2,7,2,3999.99,0.07,7999.98
1100,390,3,9,1,2999.99,0.05,2999.99
1101,391,1,8,1,1799.99,0.07,1799.99
1102,391,2,5,2,1320.99,0.2,2641.98
1103,391,3,24,2,549.99,0.07,1099.98
1104,392,1,14,2,269.99,0.1,539.98
1105,392,2,3,2,999.99,0.05,1999.98
1106,393,1,6,2,469.99,0.2,939.98
1107,394,1,23,1,299.99,0.05,299.99
1108,394,2,16,1,599.99,0.2,599.99
1109,394,3,14,2,269.99,0.2,539.98
1110,395,1,14,1,269.99,0.05,269.99
1111,396,1,12,1,549.99,0.1,549.99
1112,396,2,25,2,499.99,0.05,999.98
1113,396,3,5,1,1320.99,0.2,1320.99
1114,397,1,7,1,3999.99,0.05,3999.99
1115,398,1,8,2,1799.99,0.05,3599.98
1116,398,2,18,2,449.0,0.05,898.0
1117,398,3,25,1,499.99,0.2,499.99
1118,398,4,17,1,429.0,0.05,429.0
1119,399,1,25,1,499.99,0.05,499.99
1120,399,2,11,2,1680.99,0.05,3361.98
1121,399,3,14,1,269.99,0.1,269.99
1122,400,1,24,2,549.99,0.07,1099.98
1123,400,2,9,1,2999.99,0.2,2999.99
1124,400,3,3,2,999.99,0.2,1999.98
1125,401,1,23,1,299.99,0.2,299.99
1126,401,2,10,2,1549.0,0.2,3098.0
1127,402,1,6,2,469.99,0.07,939.98
1128,402,2,5,1,1320.99,0.07,1320.99
1129,402,3,26,1,599.99,0.05,599.99
1130,403,1,12,2,549.99,0.1,1099.98
1131,403,2,7,2,3999.99,0.2,7999.98
1132,403,3,22,2,269.99,0.05,539.98
1133,403,4,24,1,549.99,0.2,549.99
1134,404,1,9,1,2999.99,0.07,2999.99
1135,404,2,25,2,499.99,0.05,999.98
1136,404,3,16,2,599.99,0.2,1199.98
1137,405,1,3,2,999.99,0.2,1999.98
1138,405,2,10,2,1549.0,0.1,3098.0
1139,405,3,14,2,269.99,0.07,539.98
1140,406,1,4,1,2899.99,0.2,2899.99
1141,407,1,20,1,599.99,0.2,599.99
1142,407,2,5,1,1320.99,0.05,1320.99
1143,408,1,18,1,449.0,0.2,449.0
1144,408,2,3,1,999.99,0.07,999.99
1145,408,3,2,2,749.99,0.07,1499.98
1146,408,4,17,2,429.0,0.2,858.0
1147,409,1,15,1,529.99,0.07,529.99
1148,409,2,16,2,599.99,0.2,1199.98
1149,409,3,21,1,269.99,0.05,269.99
1150,410,1,25,1,499.99,0.1,499.99
1151,410,2,9,2,2999.99,0.05,5999.98
1152,410,3,24,2,549.99,0.1,1099.98
1153,411,1,2,1,749.99,0.07,749.99
1154,411,2,26,2,599.99,0.05,1199.98
1155,412,1,7,1,3999.99,0.1,3999.99
1156,412,2,24,1,549.99,0.07,549.99
1157,412,3,17,1,429.0,0.1,429.0
1158,413,1,8,2,1799.99,0.05,3599.98
1159,413,2,25,1,499.99,0.1,499.99
1160,413,3,9,1,2999.99,0.07,2999.99
1161,414,1,4,2,2899.99,0.1,5799.98
1162,415,1,3,1,999.99,0.07,999.99
1163,415,2,23,2,299.99,0.2,599.98
1164,415,3,5,1,1320.99,0.2,1320.99
1165,415,4,6,2,469.99,0.05,939.98
1166,416,1,22,1,269.99,0.07,269.99
1167,416,2,14,1,269.99,0.07,269.99
1168,416,3,24,1,549.99,0.1,549.99
1169,417,1,26,2,599.99,0.07,1199.98
1170,417,2,6,2,469.99,0.07,939.98
1171,418,1,12,1,549.99,0.05,549.99
1172,418,2,20,1,599.99,0.05,599.99
1173,419,1,9,1,2999.99,0.05,2999.99
1174,420,1,17,2,429.0,0.2,858.0
1175,420,2,15,2,529.99,0.1,1059.98
1176,420,3,3,2,999.99,0.05,1999.98
1177,421,1,6,2,469.99,0.07,939.98
1178,421,2,3,2,999.99,0.2,1999.98
1179,421,3,20,2,599.99,0.2,1199.98
1180,421,4,4,1,2899.99,0.07,2899.99
1181,421,5,23,2,299.99,0.2,599.98
1182,422,1,20,2,599.99,0.05,1199.98
1183,423,1,8,2,1799.99,0.05,3599.98
1184,423,2,17,1,429.0,0.2,429.0
1185,423,3,23,2,299.99,0.07,599.98
1186,423,4,2,1,749.99,0.2,749.99
1187,424,1,22,1,269.99,0.1,269.99
1188,424,2,6,1,469.99,0.05,469.99
1189,425,1,6,1,469.99,0.1,469.99
1190,425,2,21,2,269.99,0.07,539.98
1191,425,3,19,1,449.0,0.05,449.0
1192,426,1,10,1,1549.0,0.1,1549.0
1193,426,2,23,2,299.99,0.05,599.98
1194,427,1,12,2,549.99,0.07,1099.98
1195,427,2,15,2,529.99,0.1,1059.98
1196,427,3,26,2,599.99,0.07,1199.98
1197,428,1,5,2,1320.99,0.2,2641.98
1198,428,2,14,1,269.99,0.2,269.99
1199,429,1,11,1,1680.99,0.2,1680.99
1200,429,2,4,2,2899.99,0.1,5799.98
1201,429,3,5,2,1320.99,0.05,2641.98
1202,429,4,6,1,469.99,0.07,469.99
1203,429,5,2,1,749.99,0.1,749.99
1204,430,1,22,2,269.99,0.1,539.98
1205,430,2,11,1,1680.99,0.07,1680.99
1206,430,3,4,2,2899.99,0.2,5799.98
1207,430,4,13,2,269.99,0.2,539.98
1208,430,5,8,1,1799.99,0.2,1799.99
1209,431,1,14,2,269.99,0.2,539.98
1210,431,2,6,1,469.99,0.1,469.99
1211,431,3,18,1,449.0,0.2,449.0
1212,431,4,13,2,269.99,0.07,539.98
1213,431,5,19,1,449.0,0.07,449.0
1214,432,1,10,2,1549.0,0.2,3098.0
1215,432,2,7,2,3999.99,0.05,7999.98
1216,433,1,6,1,469.99,0.1,469.99
1217,433,2,10,1,1549.0,0.2,1549.0
1218,433,3,24,1,549.99,0.1,549.99
1219,433,4,4,1,2899.99,0.2,2899.99
1220,434,1,21,1,269.99,0.05,269.99
1221,434,2,20,1,599.99,0.1,599.99
1222,434,3,9,1,2999.99,0.2,2999.99
